ID,First Name,Last Name,Basic Salary,Housing Allowance,Transportation Allowance,Medical Allowance,Gross Salary,Net Salary
839,Scott,West,105578,14649,4689,2692,127608.0,108466.8
840,Trevor,Meza,139285,6323,8647,2379,156634.0,133138.9
841,David,Figueroa,149720,19940,4924,4808,179392.0,152483.2
842,Jenny,Stein,146419,11998,8480,3276,170173.0,144647.05
843,Kimberly,Fitzpatrick,120813,8338,9688,3652,142491.0,121117.35
844,Susan,Robinson,32452,13355,5444,2929,54180.0,46053.0
845,Joe,Hamilton,110112,15324,2841,2366,130643.0,111046.55
846,Krista,Williamson,92998,10817,6081,3751,113647.0,96599.95
847,Jerry,Terry,144091,18302,3294,1609,167296.0,142201.6
848,Emily,Brady,146119,12848,3440,2426,164833.0,140108.05
849,Leonard,Patel,131392,5751,2109,4922,144174.0,122547.9
850,Christine,Taylor,67331,10400,9544,2673,89948.0,76455.8
851,Robert,Kelly,135086,14956,4926,2418,157386.0,133778.1
852,Cindy,Stephens,60141,11203,9323,2479,83146.0,70674.1
853,Lauren,Paul,58636,12987,8807,3763,84193.0,71564.05
854,Jesse,Parker,134774,15052,6325,2134,158285.0,134542.25
855,Jacqueline,Ryan,64948,7822,3931,4380,81081.0,68918.85
856,Maurice,Ramos,48921,11554,2963,1465,64903.0,55167.55
857,Joshua,Ellis,100788,5232,9008,4961,119989.0,101990.65
858,Christina,Lowery,148362,14915,4307,1239,168823.0,143499.55
859,Justin,Collier,37245,19194,9495,3741,69675.0,59223.75
860,Kylie,Morris,81200,9755,2936,3351,97242.0,82655.7
861,Jerry,Johnston,149038,8054,5781,2690,165563.0,140728.55
862,Lauren,Johnson,47274,16638,2510,3344,69766.0,59301.1
863,Gary,Mitchell,116992,5075,3610,4007,129684.0,110231.4
864,Jose,Lozano,83120,14661,9465,1422,108668.0,92367.8
865,James,Hernandez,133801,14869,5367,3919,157956.0,134262.6
866,Susan,Nicholson,47727,15975,9288,3950,76940.0,65399.0
867,Diana,Ramirez,144509,11179,8900,3728,168316.0,143068.6
868,Jeffrey,Yoder,77908,9452,4987,2751,95098.0,80833.3
869,Christina,Watts,33775,8466,8482,4579,55302.0,47006.7
870,Miranda,Hunter,76366,12503,3372,3115,95356.0,81052.6
871,Michael,Schneider,138935,9547,4355,3552,156389.0,132930.65
872,Lauren,Robinson,107971,5085,2402,2633,118091.0,100377.35
873,James,Lamb,44658,13382,7312,1797,67149.0,57076.65
874,Victor,Taylor,50512,14550,9977,4420,79459.0,67540.15
875,Bonnie,Ellis,99426,19593,7965,4903,131887.0,112103.95
876,Carlos,Bell,148461,16173,2471,4746,171851.0,146073.35
877,Michelle,Gonzalez,107567,9152,4257,4150,125126.0,106357.1
878,Terri,Flynn,143706,19816,8721,4180,176423.0,149959.55
879,Samantha,Taylor,50590,18269,8526,3536,80921.0,68782.85
880,Debra,Jones,149522,9343,3720,1247,163832.0,139257.2
881,Nicole,Skinner,101310,6343,5660,2667,115980.0,98583.0
882,Katelyn,Sandoval,136978,19897,8604,2144,167623.0,142479.55
883,Kevin,Morris,140660,9685,7166,1351,158862.0,135032.7
884,Kathleen,Norman,63201,15671,5370,1536,85778.0,72911.3
885,Matthew,Hernandez,130647,5210,8531,2486,146874.0,124842.9
886,Deborah,Sullivan,45093,12901,3594,3906,65494.0,55669.9
887,George,Smith,103825,16368,8955,4463,133611.0,113569.35
888,Jeffrey,Gonzalez,76870,5092,8221,2314,92497.0,78622.45
889,Zachary,Lopez,71797,15875,5550,4867,98089.0,83375.65
890,Madison,Oliver,112754,12391,3626,4942,133713.0,113656.05
891,Ashlee,Ramirez,148282,7924,9449,3310,168965.0,143620.25
892,Jason,Cannon,121030,17784,4690,4501,148005.0,125804.25
893,Matthew,Green,65026,16896,9248,2166,93336.0,79335.6
894,Tiffany,Stevens,84289,8729,4222,2450,99690.0,84736.5
895,Dustin,Lopez,66431,15626,5560,2254,89871.0,76390.35
896,Erica,Rodriguez,67803,17458,4965,1048,91274.0,77582.9
897,John,Griffith,127129,10230,9677,4710,151746.0,128984.1
898,Tina,Casey,136904,15826,8870,2455,164055.0,139446.75
899,Amy,Davenport,51612,17607,6403,2438,78060.0,66351.0
900,Dustin,Cochran,121060,16443,6200,3628,147331.0,125231.35
901,Joe,Johnson,148130,10279,9047,4082,171538.0,145807.3
902,Jeffrey,Curtis,133528,14773,4929,4185,157415.0,133802.75
903,Matthew,Smith,114159,7396,3146,2727,127428.0,108313.8
904,Antonio,Johnson,123748,6572,8588,3007,141915.0,120627.75
905,John,Anderson,56655,7050,9805,4240,77750.0,66087.5
906,Mike,Hernandez,143796,7476,8758,1923,161953.0,137660.05
907,Larry,Peterson,132384,6541,5743,1069,145737.0,123876.45
908,Thomas,Roberson,78005,19832,7027,3808,108672.0,92371.2
909,Julie,Smith,61156,12691,9441,4825,88113.0,74896.05
910,Rebecca,Reese,53312,6071,9486,4175,73044.0,62087.4
911,Susan,Ross,30945,8125,2208,2209,43487.0,36963.95
912,Elizabeth,Townsend,115645,11571,9556,1601,138373.0,117617.05
913,Angela,Robinson,34980,10220,4529,4744,54473.0,46302.05
914,Charles,Christian,137350,18586,7976,3227,167139.0,142068.15
915,Christopher,Martin,132707,16416,8209,4816,162148.0,137825.8
916,Susan,Jones,116730,12318,7420,2070,138538.0,117757.3
917,John,Ramos,87560,10279,8276,2838,108953.0,92610.05
918,Alexandria,Hill,41768,13649,2576,1450,59443.0,50526.55
919,Meagan,Fleming,44675,16242,7761,2072,70750.0,60137.5
920,Donna,Cooper,56018,7642,5600,3245,72505.0,61629.25
921,Angelica,Duncan,49382,9489,7059,2706,68636.0,58340.6
922,Bradley,Stone,54024,7164,7024,4442,72654.0,61755.9
923,Mary,Walker,101039,7444,5896,1908,116287.0,98843.95
924,Heidi,Kim,98056,11904,7685,2575,120220.0,102187.0
925,Karen,Richardson,75252,5630,5388,2030,88300.0,75055.0
926,Shannon,Johnson,89872,6865,2928,4354,104019.0,88416.15
927,Kristen,Parker,120765,11151,6734,1902,140552.0,119469.2
928,Kimberly,Glenn,37324,18031,3144,4951,63450.0,53932.5
929,Meagan,Thomas,33973,8911,6398,4056,53338.0,45337.3
930,Chad,Martin,34624,17063,9338,1705,62730.0,53320.5
931,Cathy,Hall,109812,7599,2206,3032,122649.0,104251.65
932,Barbara,Park,131360,7158,7889,1269,147676.0,125524.6
933,Lauren,Woods,78684,13306,3280,2365,97635.0,82989.75
934,Erika,Gallagher,97700,19437,8590,1897,127624.0,108480.4
935,Victoria,Roberts,45854,13921,9320,1260,70355.0,59801.75
936,Joseph,Smith,91881,18862,5710,4327,120780.0,102663.0
937,Sandra,Fletcher,59818,10898,2764,4353,77833.0,66158.05
938,Valerie,Graham,78345,19055,9792,1627,108819.0,92496.15
939,Hunter,Williams,143895,6114,9197,3091,162297.0,137952.45
940,Anthony,Webb,97047,15021,6117,1042,119227.0,101342.95
941,Ashley,Garcia,133826,16026,5899,1130,156881.0,133348.85
942,Nathaniel,Ashley,65280,10638,5975,4640,86533.0,73553.05
943,Chase,Johnson,75664,19774,6519,4277,106234.0,90298.9
944,Elizabeth,Young,100893,7457,5903,3341,117594.0,99954.9
945,Wendy,Hill,49358,9669,7546,1559,68132.0,57912.2
946,Charles,Thompson,87597,9143,9453,1282,107475.0,91353.75
947,Craig,Dickerson,67743,5791,2894,3077,79505.0,67579.25
948,Joy,Garrett,148919,13530,4026,4291,170766.0,145151.1
949,Gina,Carr,131512,12891,5977,2685,153065.0,130105.25
950,Jennifer,Chavez,89132,13005,4331,4842,111310.0,94613.5
951,Brianna,Wise,135753,5249,8981,4901,154884.0,131651.4
952,Amber,Garcia,37083,7557,5520,2723,52883.0,44950.55
953,Amy,Heath,74514,14512,2737,1360,93123.0,79154.55
954,Glenn,Gonzales,74833,19997,7148,3551,105529.0,89699.65
955,Deborah,Tran,94564,13006,7506,4126,119202.0,101321.7
956,Carolyn,Berg,91872,10895,4108,3712,110587.0,93998.95
957,William,Haney,83311,17219,2295,4410,107235.0,91149.75
958,Jared,White,32765,6247,8657,1965,49634.0,42188.9
959,Lisa,Hernandez,103350,5561,2215,1047,112173.0,95347.05
960,William,Stewart,123225,11906,5787,4186,145104.0,123338.4
961,Angela,Parks,146475,9858,9436,1042,166811.0,141789.35
962,Joanna,Robinson,40850,16330,4971,2746,64897.0,55162.45
963,Scott,Dodson,87299,8326,7658,4726,108009.0,91807.65
964,Amy,Anderson,92617,16104,7759,1242,117722.0,100063.7
965,Thomas,Brennan,47140,5263,9000,4235,65638.0,55792.3
966,Jennifer,Sanders,42364,9362,7795,3425,62946.0,53504.1
967,Emily,Baker,75645,14832,7241,3094,100812.0,85690.2
968,Carolyn,Jones,135655,12990,4460,1819,154924.0,131685.4
969,Ryan,Bailey,80667,18509,8173,2196,109545.0,93113.25
970,Kimberly,Munoz,148778,6348,9736,4897,169759.0,144295.15
971,Jill,Ali,36210,14831,7704,2771,61516.0,52288.6
972,Charlene,Burton,110832,14809,3425,3337,132403.0,112542.55
973,David,Baker,123694,9394,3298,3132,139518.0,118590.3
974,Frank,Kelly,78600,16259,9879,3014,107752.0,91589.2
975,Eric,Jackson,126576,15743,4509,1967,148795.0,126475.75
976,Joseph,Johnson,98604,14732,3022,1154,117512.0,99885.2
977,Kevin,Alvarez,59392,19779,6125,3770,89066.0,75706.1
978,Alexa,Patrick,47341,18749,4838,4614,75542.0,64210.7
979,Catherine,Thompson,81630,10143,5736,2771,100280.0,85238.0
980,Kimberly,Davis,130388,14309,6323,2620,153640.0,130594.0
981,Alyssa,Shaw,107771,12749,2016,1201,123737.0,105176.45
982,Edward,Navarro,103965,15940,9390,1421,130716.0,111108.6
983,Teresa,Johnson,143539,14956,6428,3722,168645.0,143348.25
984,Michelle,Stevens,30894,16240,7540,3833,58507.0,49730.95
985,Alexander,Lucas,96394,10763,2060,1064,110281.0,93738.85
986,Jamie,Gomez,146152,11956,7286,4101,169495.0,144070.75
987,Philip,Reilly,59055,18705,7360,1138,86258.0,73319.3
988,Crystal,Suarez,37942,9192,4621,1498,53253.0,45265.05
989,Brandon,Mullins,99186,5605,8981,1308,115080.0,97818.0
990,Kristen,King,41704,5392,2492,1800,51388.0,43679.8
991,Anthony,Smith,125845,7417,7077,3409,143748.0,122185.8
992,Randall,Boyer,75130,5439,2207,3702,86478.0,73506.3
993,Emily,Velazquez,107796,10630,2543,2898,123867.0,105286.95
994,Jasmine,Lang,35256,16221,6632,4246,62355.0,53001.75
995,Mary,Mcdaniel,43611,7248,4189,4356,59404.0,50493.4
996,Christina,Lucas,82436,19770,6301,4905,113412.0,96400.2
997,Matthew,White,62595,13088,6320,3419,85422.0,72608.7
998,Deborah,Russo,85816,11135,7374,2072,106397.0,90437.45
999,Tricia,Brown,67588,6946,4612,3847,82993.0,70544.05
1000,Kayla,Ortiz,62358,17818,9760,2109,92045.0,78238.25
1001,Lisa,Anderson,101615,16313,9597,4357,131882.0,112099.7
1002,Charles,Hines,106735,5610,6285,4363,122993.0,104544.05
1003,Sonia,Robles,99819,6223,5131,4203,115376.0,98069.6
1004,David,Brooks,127494,19844,2801,2336,152475.0,129603.75
1005,Michele,Burgess,129590,13265,9618,1321,153794.0,130724.9
1006,Kayla,Walker,93053,19596,7944,3115,123708.0,105151.8
1007,Bryan,Yang,44574,10372,5148,4217,64311.0,54664.35
1008,Mary,Chang,71460,13872,5439,2836,93607.0,79565.95
1009,Karen,Watkins,118300,16439,6077,3342,144158.0,122534.3
1010,Jonathan,Rios,60554,16356,7834,4214,88958.0,75614.3
1011,Wendy,Smith,32986,13060,8968,1957,56971.0,48425.35
1012,Charles,Jackson,105078,7836,3111,1529,117554.0,99920.9
1013,Kara,Mason,111319,15382,9023,4001,139725.0,118766.25
1014,Benjamin,Meyer,44036,14872,6596,4932,70436.0,59870.6
1015,Grace,Ray,143151,6002,8480,3319,160952.0,136809.2
1016,Randy,English,96709,9288,4741,3500,114238.0,97102.3
1017,Mark,Duncan,140172,13026,3969,3488,160655.0,136556.75
1018,Teresa,Hudson,94055,8569,5175,4857,112656.0,95757.6
1019,Tina,Pham,59588,15423,2643,1651,79305.0,67409.25
1020,Melissa,West,70789,16757,5884,1274,94704.0,80498.4
1021,Joseph,Meyer,129806,11679,3007,4524,149016.0,126663.6
1022,Jessica,White,127508,6358,9183,2319,145368.0,123562.8
1023,Thomas,Meyer,66402,18443,9670,4450,98965.0,84120.25
1024,Stephanie,Tran,141032,6213,7307,4361,158913.0,135076.05
1025,Joseph,Walton,139022,6564,4778,2157,152521.0,129642.85
1026,Evan,Larson,144758,10372,3540,4899,163569.0,139033.65
1027,Daniel,Miller,143792,16230,4272,2655,166949.0,141906.65
1028,Cory,Bradford,46159,14689,5621,1426,67895.0,57710.75
1029,Dillon,Russell,47355,10339,9455,2441,69590.0,59151.5
1030,Jason,Cook,131406,5364,2346,4729,143845.0,122268.25
1031,Sandra,Medina,134104,10002,3414,1352,148872.0,126541.2
1032,Erin,White,127215,7646,2233,3253,140347.0,119294.95
1033,Alexander,Gibson,103779,15405,3427,1274,123885.0,105302.25
1034,Catherine,Gregory,65365,14456,7214,4014,91049.0,77391.65
1035,Kenneth,Holt,48335,14437,8716,1766,73254.0,62265.9
1036,Dennis,Harding,125954,17605,9436,2752,155747.0,132384.95
1037,Sarah,Gutierrez,54261,16403,2427,3000,76091.0,64677.35
1038,Felicia,Phillips,62997,14941,5684,4387,88009.0,74807.65
1039,Richard,Gilbert,47241,18217,5233,4422,75113.0,63846.05
1040,Pamela,Hicks,106284,14707,7260,4070,132321.0,112472.85
1041,Kevin,Davis,41951,8505,5352,3576,59384.0,50476.4
1042,Christine,Willis,114175,17664,3906,4836,140581.0,119493.85
1043,Karen,Hess,99714,12649,3013,4997,120373.0,102317.05
1044,Christian,Morgan,42030,14819,5550,3295,65694.0,55839.9
1045,Kenneth,Davidson,74262,6723,2050,2985,86020.0,73117.0
1046,Robert,Kirby,144360,18435,7121,1699,171615.0,145872.75
1047,Derrick,Coleman,95704,15979,5828,2700,120211.0,102179.35
1048,Parker,Evans,96124,11335,6575,3909,117943.0,100251.55
1049,William,Hernandez,62279,9306,8143,2985,82713.0,70306.05
1050,Paula,Morgan,40214,9475,4737,3255,57681.0,49028.85
1051,Jeff,Baker,33030,9167,3643,1751,47591.0,40452.35
1052,Rachel,Hoffman,103587,11589,6336,3457,124969.0,106223.65
1053,Jennifer,Hoffman,145467,12647,7883,4282,170279.0,144737.15
1054,Christine,Scott,91172,11567,8141,3971,114851.0,97623.35
1055,John,Jenkins,111842,19050,6424,4989,142305.0,120959.25
1056,Stacy,Ruiz,68487,5524,7754,2152,83917.0,71329.45
1057,Michael,White,100082,6376,9287,4374,120119.0,102101.15
1058,Gregory,Copeland,102563,17491,6237,2617,128908.0,109571.8
1059,Timothy,Vasquez,42295,14220,9964,2282,68761.0,58446.85
1060,Don,Richards,33707,11851,6618,3389,55565.0,47230.25
1061,David,Solis,94914,17887,8282,2878,123961.0,105366.85
1062,Hunter,Peters,97670,5248,6186,2079,111183.0,94505.55
1063,Andrea,Clark,54468,18975,4046,1836,79325.0,67426.25
1064,Linda,Larsen,125029,8573,8502,4170,146274.0,124332.9
1065,James,Thomas,124161,11090,6843,2239,144333.0,122683.05
1066,Brett,Moore,108258,13865,5329,2174,129626.0,110182.1
1067,Wanda,Rice,84505,18760,7733,3202,114200.0,97070.0
1068,Molly,Robinson,91906,12371,4007,4357,112641.0,95744.85
1069,Cody,Brown,103134,19019,3802,4718,130673.0,111072.05
1070,Margaret,Underwood,124176,14495,8266,2956,149893.0,127409.05
1071,Tyler,Williams,83879,17086,4368,3578,108911.0,92574.35
1072,Jessica,Schmidt,104161,8528,5820,3308,121817.0,103544.45
1073,Elizabeth,Russell,105312,19802,5210,1687,132011.0,112209.35
1074,Michelle,Combs,64329,18918,3773,4638,91658.0,77909.3
1075,Samantha,Orr,76796,17254,5951,2276,102277.0,86935.45
1076,Jason,Burton,53824,10344,4333,1089,69590.0,59151.5
1077,Arthur,Blevins,108174,12927,7508,4303,132912.0,112975.2
1078,Darrell,Stafford,34854,10482,6774,3226,55336.0,47035.6
1079,Curtis,Phillips,33543,15845,4687,4990,59065.0,50205.25
1080,Kenneth,Solis,69248,19283,6545,2697,97773.0,83107.05
1081,Robert,Rodgers,39416,11972,5293,4771,61452.0,52234.2
1082,Anna,Gonzalez,122085,9011,6324,4007,141427.0,120212.95
1083,David,Sexton,100009,11768,3281,1396,116454.0,98985.9
1084,Sara,Cooper,76185,5330,2449,3457,87421.0,74307.85
1085,Christopher,Peters,34232,16301,9951,4559,65043.0,55286.55
1086,Howard,Walter,34891,18381,8245,4020,65537.0,55706.45
1087,Brian,Marshall,115379,15890,9605,3048,143922.0,122333.7
1088,Kevin,Mann,38857,14766,3063,4901,61587.0,52348.95
1089,Paula,Delacruz,50625,10445,8117,4476,73663.0,62613.55
1090,Dominique,Ramos,48143,11511,9059,4031,72744.0,61832.4
1091,Christy,Mason,112748,8784,6137,4445,132114.0,112296.9
1092,Micheal,Green,63602,18534,7499,1174,90809.0,77187.65
1093,Glen,Ward,52729,5043,9957,3175,70904.0,60268.4
1094,Allison,Larson,121667,11538,7344,4042,144591.0,122902.35
1095,April,Gonzales,40049,18983,4199,4745,67976.0,57779.6
1096,Preston,Wolfe,76872,8621,9418,3957,98868.0,84037.8
1097,Brandon,Dunlap,56506,19049,6826,4018,86399.0,73439.15
1098,Courtney,Thompson,125852,12386,7220,1441,146899.0,124864.15
1099,Kevin,Martinez,124487,7221,6751,1011,139470.0,118549.5
1100,Melissa,Davis,65560,14625,7734,3299,91218.0,77535.3
1101,Vincent,James,86345,10158,7326,1039,104868.0,89137.8
1102,Allen,Ward,80499,7737,9269,3063,100568.0,85482.8
1103,Shannon,Adams,111756,7641,2101,2473,123971.0,105375.35
1104,Luke,Holloway,115296,15909,4192,3568,138965.0,118120.25
1105,Danielle,Harris,101226,5177,5415,4208,116026.0,98622.1
1106,Lisa,Matthews,149898,5354,5574,3645,164471.0,139800.35
1107,Mark,Wilson,133609,17893,6910,1598,160010.0,136008.5
1108,Jesse,Johnson,68896,13788,5238,2947,90869.0,77238.65
1109,Crystal,Watkins,33787,15066,6053,4142,59048.0,50190.8
1110,Briana,Cruz,33712,15658,3977,4926,58273.0,49532.05
1111,Michael,Cook,86636,15319,3767,4555,110277.0,93735.45
1112,Anne,Combs,85651,18184,9736,2197,115768.0,98402.8
1113,Christian,Brown,83349,15236,2960,3438,104983.0,89235.55
1114,Russell,Stout,83329,12668,2935,1330,100262.0,85222.7
1115,Isaiah,Gonzalez,87351,9513,4517,3819,105200.0,89420.0
1116,Robert,Hall,61670,18792,8646,3262,92370.0,78514.5
1117,Kim,Wilson,82505,5571,5931,4840,98847.0,84019.95
1118,Noah,Adkins,105463,9701,9527,2243,126934.0,107893.9
1119,Jennifer,Sweeney,44865,6973,7727,2891,62456.0,53087.6
1120,Timothy,Mays,145776,8749,2578,3878,160981.0,136833.85
1121,Jonathan,Williams,47330,5210,2179,4209,58928.0,50088.8
1122,Rachel,Rojas,75324,19276,7778,1041,103419.0,87906.15
1123,Michael,Gonzales,71547,15790,2284,1827,91448.0,77730.8
1124,Kimberly,Christian,38134,12145,8831,2012,61122.0,51953.7
1125,Jacob,Watkins,143540,19679,9082,1179,173480.0,147458.0
1126,Krystal,Webb,55498,6862,5177,3837,71374.0,60667.9
1127,Tiffany,Lowery,107781,13864,8057,3960,133662.0,113612.7
1128,Joshua,Jones,112485,6670,8806,2943,130904.0,111268.4
1129,Bryan,Cooper,136733,14821,4556,4755,160865.0,136735.25
1130,Brittany,Griffin,38535,9434,5261,1705,54935.0,46694.75
1131,Gregory,Wilson,99740,7791,5316,4826,117673.0,100022.05
1132,Zoe,Johnson,113949,15049,8748,4132,141878.0,120596.3
1133,Sean,Randall,103011,9937,2592,4176,119716.0,101758.6
1134,Heather,Higgins,52485,18216,4253,4770,79724.0,67765.4
1135,Michael,Campbell,62124,13696,7350,2043,85213.0,72431.05
1136,Cassandra,Martin,33749,13087,7267,2915,57018.0,48465.3
1137,Madison,Adams,50335,12552,9158,4648,76693.0,65189.05
1138,Samuel,Boone,50613,10082,9431,2815,72941.0,61999.85
1139,Tyler,Blackburn,62771,5100,9034,1633,78538.0,66757.3
1140,Stephanie,White,125520,6376,3233,4245,139374.0,118467.9
1141,Crystal,Spencer,91483,19050,4861,1445,116839.0,99313.15
1142,Luke,Peterson,92700,16789,2306,2656,114451.0,97283.35
1143,James,Lewis,40412,11740,3200,3073,58425.0,49661.25
1144,Peter,Lyons,109605,9090,8763,3722,131180.0,111503.0
1145,Brent,Brown,81805,6115,4615,1937,94472.0,80301.2
1146,Kelly,Decker,109321,9213,2629,2004,123167.0,104691.95
1147,Kristin,Mcneil,132175,9644,4113,4860,150792.0,128173.2
1148,Jennifer,Lane,56035,16000,8219,3807,84061.0,71451.85
1149,Ethan,Valdez,37852,15604,3884,2971,60311.0,51264.35
1150,Lauren,Martinez,75179,5269,7024,4196,91668.0,77917.8
1151,Gregory,Perez,117241,9732,7957,1562,136492.0,116018.2
1152,David,Smith,92993,19547,4700,3506,120746.0,102634.1
1153,Noah,Petersen,125070,14877,7255,2813,150015.0,127512.75
1154,John,Payne,73471,5815,2727,3635,85648.0,72800.8
1155,Donald,Tran,58030,8185,4797,3981,74993.0,63744.05
1156,Jimmy,Drake,112002,7022,6640,2912,128576.0,109289.6
1157,Emily,Williams,71955,16075,6365,1313,95708.0,81351.8
1158,Jason,Mullen,103670,10301,7135,2273,123379.0,104872.15
1159,John,Williams,138242,15325,5853,2082,161502.0,137276.7
1160,Keith,Medina,33165,18245,4012,2002,57424.0,48810.4
1161,Amy,Hill,58992,11710,9882,1652,82236.0,69900.6
1162,Whitney,Carey,98722,9781,5268,3070,116841.0,99314.85
1163,Katie,Gay,148828,9480,5725,2726,166759.0,141745.15
1164,Lucas,Rasmussen,100165,12290,7793,4943,125191.0,106412.35
1165,Kelly,Sanchez,33177,5413,3478,2745,44813.0,38091.05
1166,Julie,Boone,63430,14602,9405,3220,90657.0,77058.45
1167,Melissa,Cruz,141944,19180,6066,4963,172153.0,146330.05
1168,Allison,Whitaker,122586,18826,7624,4377,153413.0,130401.05
1169,Natalie,Evans,69899,15805,6651,1918,94273.0,80132.05
1170,Lisa,Patel,55460,6501,3782,2558,68301.0,58055.85
1171,Brianna,Sanchez,71722,14093,5745,1079,92639.0,78743.15
1172,Brianna,May,77693,11968,2447,4121,96229.0,81794.65
1173,Vicki,Anderson,93677,11977,7457,2936,116047.0,98639.95
1174,James,Arnold,130102,5583,7516,4368,147569.0,125433.65
1175,Sarah,Wolf,103228,13528,6957,1100,124813.0,106091.05
1176,Jonathan,Williams,132609,11811,9121,3560,157101.0,133535.85
1177,Daniel,Davis,38606,13824,5324,4592,62346.0,52994.1
1178,Heather,Sims,99071,5067,5508,2252,111898.0,95113.3
1179,Mark,Freeman,40244,5812,7304,3979,57339.0,48738.15
1180,Steven,Jones,71918,11148,3961,4470,91497.0,77772.45
1181,Meagan,Dennis,127549,14999,4053,2424,149025.0,126671.25
1182,Matthew,Lynn,51158,19907,6331,1452,78848.0,67020.8
1183,Austin,Goodwin,77153,18269,3863,1973,101258.0,86069.3
1184,Elizabeth,Smith,79202,15413,8816,2571,106002.0,90101.7
1185,Andrea,Bowers,140432,13240,4030,1200,158902.0,135066.7
1186,Kevin,Moore,34073,13652,3856,2064,53645.0,45598.25
1187,Michelle,Hines,111014,15558,9575,3217,139364.0,118459.4
1188,Joshua,Mcmillan,33808,11542,7388,1859,54597.0,46407.45
1189,Scott,Sanders,121196,6977,8951,1990,139114.0,118246.9
1190,Alexis,Smith,134914,6533,6577,4368,152392.0,129533.2
1191,Patrick,Mcmillan,117626,19283,4044,4976,145929.0,124039.65
1192,Kathryn,Kerr,130660,17449,6014,4821,158944.0,135102.4
1193,Emily,Aguilar,138176,13014,7672,4036,162898.0,138463.3
1194,Chad,Owens,72609,6341,4566,2565,86081.0,73168.85
1195,Philip,Adams,77569,17212,7171,3360,105312.0,89515.2
1196,Carly,Ross,130963,19222,6056,4760,161001.0,136850.85
1197,Susan,Mckenzie,120724,8381,9037,1507,139649.0,118701.65
1198,Andrea,Edwards,131665,16636,9327,3136,160764.0,136649.4
1199,Suzanne,Werner,126185,18395,9183,4504,158267.0,134526.95
1200,Oscar,Dawson,137024,10888,7852,4231,159995.0,135995.75
1201,Dominique,Oconnor,103332,6394,2759,1936,114421.0,97257.85
1202,Brittany,Howard,111641,18910,9236,4334,144121.0,122502.85
1203,Ernest,Hughes,54922,6657,5834,1482,68895.0,58560.75
1204,Tyler,Gates,72695,9517,4350,3804,90366.0,76811.1
1205,Christopher,Benson,59285,10892,7392,4385,81954.0,69660.9
1206,Jillian,Hess,67966,9385,6771,4082,88204.0,74973.4
1207,Timothy,Rodriguez,148505,6390,5074,2086,162055.0,137746.75
1208,Jason,Reed,146951,15460,8481,2718,173610.0,147568.5
1209,Rose,Taylor,122394,6358,4958,3235,136945.0,116403.25
1210,Stephen,Pruitt,72182,10192,8385,3772,94531.0,80351.35
1211,Curtis,Johnson,143065,8309,9123,1747,162244.0,137907.4
1212,Robert,Garcia,41458,19458,9708,4012,74636.0,63440.6
1213,Meredith,Sanders,75240,6865,4359,3416,89880.0,76398.0
1214,Dylan,Davis,71152,14822,7671,1686,95331.0,81031.35
1215,Jessica,Mccoy,40532,15304,9649,4411,69896.0,59411.6
1216,Kristine,Gross,114279,18221,4196,3797,140493.0,119419.05
1217,Ethan,Trevino,31121,12921,9113,1669,54824.0,46600.4
1218,Justin,Dunn,149214,8974,9447,4469,172104.0,146288.4
1219,Linda,Campbell,57539,9333,8405,1363,76640.0,65144.0
1220,Katie,Woods,64189,13453,2162,3924,83728.0,71168.8
1221,Bonnie,Robertson,59497,17122,4825,3226,84670.0,71969.5
1222,Laura,Owens,116194,10540,3143,1404,131281.0,111588.85
1223,Brittney,Arnold,65542,11766,8981,1744,88033.0,74828.05
1224,James,Reed,30013,5155,2718,3978,41864.0,35584.4
1225,Oscar,Ortiz,130282,8755,8405,3561,151003.0,128352.55
1226,Brian,Williams,120977,17481,7127,4240,149825.0,127351.25
1227,Sarah,Torres,84127,12361,3330,1498,101316.0,86118.6
1228,Donna,King,64779,11838,3329,1553,81499.0,69274.15
1229,Linda,Ingram,42664,11013,4043,3904,61624.0,52380.4
1230,Matthew,Wagner,123398,11425,9202,1041,145066.0,123306.1
1231,Amy,Gonzalez,116676,17574,7967,3604,145821.0,123947.85
1232,Sarah,Gregory,60662,11823,5966,2545,80996.0,68846.6
1233,Grant,Johnson,130145,6230,2675,3433,142483.0,121110.55
1234,Andrew,Nelson,63987,11660,8138,1096,84881.0,72148.85
1235,Amy,Davis,52642,10289,3060,2412,68403.0,58142.55
1236,Christine,Lewis,106052,7074,6772,4731,124629.0,105934.65
1237,Michael,Perry,66109,17217,7890,3225,94441.0,80274.85
1238,Lindsey,Jimenez,59527,17158,8477,2689,87851.0,74673.35
1239,Thomas,Fletcher,31400,8302,3963,3828,47493.0,40369.05
1240,Edward,Suarez,43655,12502,7328,2916,66401.0,56440.85
1241,Jennifer,Ray,42120,17995,5976,4518,70609.0,60017.65
1242,Madison,Hayden,95218,10139,3838,3060,112255.0,95416.75
1243,Mariah,Morton,144319,18927,3204,3094,169544.0,144112.4
1244,Kurt,Grimes,67017,12089,4320,3976,87402.0,74291.7
1245,Kyle,Gonzalez,60774,6712,8775,2151,78412.0,66650.2
1246,Valerie,Smith,118223,5247,2030,2552,128052.0,108844.2
1247,Christina,Austin,140877,9612,5217,4413,160119.0,136101.15
1248,Kimberly,Booth,109309,15082,3114,2398,129903.0,110417.55
1249,Dawn,Rodriguez,138092,5762,4063,4048,151965.0,129170.25
